Mod:Item:MetaData, Localized Name
BiblioWoodsNatura:BiblioWoodrack:9, Silverbell Tool Rack
BiblioWoodsNatura:BiblioWoodrack:10, Sakura Tool Rack
BiblioWoodsNatura:BiblioWoodrack:11, Tiger Tool Rack
BiblioWoodsNatura:BiblioWoodrack:12, Willow Tool Rack
BiblioWoodsNatura:BiblioWoodcase0:0, Bloodwood Case
BiblioWoodsNatura:BiblioWoodcase0:1, Darkwood Case
BiblioWoodsNatura:BiblioWoodcase0:2, Eucalyptus Case
BiblioWoodsNatura:BiblioWoodcase0:3, Fusewood Case
BiblioWoodsNatura:BiblioWoodcase0:4, Ghostwood Case
BiblioWoodsNatura:BiblioWoodcase0:5, Hopseed Case
BiblioWoodsNatura:BiblioWoodcase0:6, Maple Case
BiblioWoodsNatura:BiblioWoodcase0:7, Amaranth Case
BiblioWoodsNatura:BiblioWoodcase0:8, Redwood Case
BiblioWoodsNatura:BiblioWoodcase0:9, Silverbell Case
BiblioWoodsNatura:BiblioWoodcase0:10, Sakura Case
BiblioWoodsNatura:BiblioWoodcase0:11, Tiger Case
BiblioWoodsNatura:BiblioWoodcase0:12, Willow Case
BiblioWoodsNatura:BiblioWoodlabel:0, Bloodwood Label
BiblioWoodsNatura:BiblioWoodlabel:1, Darkwood Label
BiblioWoodsNatura:BiblioWoodlabel:2, Eucalyptus Label
BiblioWoodsNatura:BiblioWoodlabel:3, Fusewood Label
BiblioWoodsNatura:BiblioWoodlabel:4, Ghostwood Label
BiblioWoodsNatura:BiblioWoodlabel:5, Hopseed Label
BiblioWoodsNatura:BiblioWoodlabel:6, Maple Label
BiblioWoodsNatura:BiblioWoodlabel:7, Amaranth Label
BiblioWoodsNatura:BiblioWoodlabel:8, Redwood Label
BiblioWoodsNatura:BiblioWoodlabel:9, Silverbell Label
BiblioWoodsNatura:BiblioWoodlabel:10, Sakura Label
BiblioWoodsNatura:BiblioWoodlabel:11, Tiger Label
BiblioWoodsNatura:BiblioWoodlabel:12, Willow Label
BiblioWoodsNatura:BiblioWooddesk:0, Bloodwood Desk
BiblioWoodsNatura:BiblioWooddesk:1, Darkwood Desk
BiblioWoodsNatura:BiblioWooddesk:2, Eucalyptus Desk
BiblioWoodsNatura:BiblioWooddesk:3, Fusewood Desk
BiblioWoodsNatura:BiblioWooddesk:4, Ghostwood Desk
BiblioWoodsNatura:BiblioWooddesk:5, Hopseed Desk
BiblioWoodsNatura:BiblioWooddesk:6, Maple Desk
BiblioWoodsNatura:BiblioWooddesk:7, Amaranth Desk
BiblioWoodsNatura:BiblioWooddesk:8, Redwood Desk
BiblioWoodsNatura:BiblioWooddesk:9, Silverbell Desk
BiblioWoodsNatura:BiblioWooddesk:10, Sakura Desk
BiblioWoodsNatura:BiblioWooddesk:11, Tiger Desk
BiblioWoodsNatura:BiblioWooddesk:12, Willow Desk
BiblioWoodsNatura:BiblioWoodtable:0, Bloodwood Table
BiblioWoodsNatura:BiblioWoodtable:1, Darkwood Table
BiblioWoodsNatura:BiblioWoodtable:2, Eucalyptus Table
BiblioWoodsNatura:BiblioWoodtable:3, Fusewood Table
BiblioWoodsNatura:BiblioWoodtable:4, Ghostwood Table
BiblioWoodsNatura:BiblioWoodtable:5, Hopseed Table
BiblioWoodsNatura:BiblioWoodtable:6, Maple Table
BiblioWoodsNatura:BiblioWoodtable:7, Amaranth Table
BiblioWoodsNatura:BiblioWoodtable:8, Redwood Table
BiblioWoodsNatura:BiblioWoodtable:9, Silverbell Table
BiblioWoodsNatura:BiblioWoodtable:10, Sakura Table
BiblioWoodsNatura:BiblioWoodtable:11, Tiger Table
BiblioWoodsNatura:BiblioWoodtable:12, Willow Table
BiblioWoodsNatura:BiblioWoodSeat:0, Bloodwood Seat
BiblioWoodsNatura:BiblioWoodSeat:1, Darkwood Seat
BiblioWoodsNatura:BiblioWoodSeat:2, Eucalyptus Seat
BiblioWoodsNatura:BiblioWoodSeat:3, Fusewood Seat
BiblioWoodsNatura:BiblioWoodSeat:4, Ghostwood Seat
BiblioWoodsNatura:BiblioWoodSeat:5, Hopseed Seat
BiblioWoodsNatura:BiblioWoodSeat:6, Maple Seat
BiblioWoodsNatura:BiblioWoodSeat:7, Purpleheart Seat
BiblioWoodsNatura:BiblioWoodSeat:8, Redwood Seat
BiblioWoodsNatura:BiblioWoodSeat:9, Silverbell Seat
BiblioWoodsNatura:BiblioWoodSeat:10, Sakura Seat
BiblioWoodsNatura:BiblioWoodSeat:11, Tiger Seat
BiblioWoodsNatura:BiblioWoodSeat:12, Willow Seat
BiblioWoodsNatura:BiblioWoodMapFrame:0, Bloodwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:1, Darkwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:2, Eucalyptus Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:3, Fusewood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:4, Ghostwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:5, Hopseed Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:6, Maple Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:7, Purpleheart Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:8, Redwood Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:9, Silverbell Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:10, Sakura Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:11, Tiger Map Frame
BiblioWoodsNatura:BiblioWoodMapFrame:12, Willow Map Frame
BiblioWoodsNatura:BiblioWoodFancySign:0, Bloodwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:1, Darkwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:2, Eucalyptus Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:3, Fusewood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:4, Ghostwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:5, Hopseed Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:6, Maple Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:7, Purpleheart Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:8, Redwood Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:9, Silverbell Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:10, Sakura Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:11, Tiger Fancy Sign
BiblioWoodsNatura:BiblioWoodFancySign:12, Willow Fancy Sign
BiblioWoodsNatura:BiblioWoodFancyWorkbench:0, Bloodwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:1, Darkwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:2, Eucalyptus Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:3, Fusewood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:4, Ghostwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:5, Hopseed Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:6, Maple Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:7, Purpleheart Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:8, Redwood Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:9, Silverbell Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:10, Sakura Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:11, Tiger Fancy Workbench
BiblioWoodsNatura:BiblioWoodFancyWorkbench:12, Willow Fancy Workbench
BiblioWoodsNatura:BiblioWoodClock:0, Bloodwood Clock
BiblioWoodsNatura:BiblioWoodClock:1, Darkwood Clock
BiblioWoodsNatura:BiblioWoodClock:2, Eucalyptus Clock
BiblioWoodsNatura:BiblioWoodClock:3, Fusewood Clock
BiblioWoodsNatura:BiblioWoodClock:4, Ghostwood Clock
BiblioWoodsNatura:BiblioWoodClock:5, Hopseed Clock
BiblioWoodsNatura:BiblioWoodClock:6, Maple Clock
BiblioWoodsNatura:BiblioWoodClock:7, Purpleheart Clock
BiblioWoodsNatura:BiblioWoodClock:8, Redwood Clock
BiblioWoodsNatura:BiblioWoodClock:9, Silverbell Clock
BiblioWoodsNatura:BiblioWoodClock:10, Sakura Clock
BiblioWoodsNatura:BiblioWoodClock:11, Tiger Clock
BiblioWoodsNatura:BiblioWoodClock:12, Willow Clock
BiblioWoodsNatura:BiblioWoodPaintingT0:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT0:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT1:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT2:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT3:12, Willow Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:0, Bloodwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:1, Darkwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:2, Eucalyptus Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:3, Fusewood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:4, Ghostwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:5, Hopseed Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:6, Maple Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:7, Purpleheart Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:8, Redwood Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:9, Silverbell Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:10, Sakura Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:11, Tiger Painting Frame
BiblioWoodsNatura:BiblioWoodPaintingT4:12, Willow Painting Frame
BigReactors:YelloriteOre:0, Yellorite Ore
BigReactors:BRMetalBlock:0, Yellorium Block
BigReactors:BRMetalBlock:1, Cyanite Block
BigReactors:BRMetalBlock:2, Graphite Block
BigReactors:BRMetalBlock:3, Blutonium Block
BigReactors:BRMetalBlock:4, Ludicrite Block
BigReactors:YelloriumFuelRod, Yellorium Fuel Rod
BigReactors:BRReactorPart:0, Reactor Casing
BigReactors:BRReactorPart:1, Reactor Controller
BigReactors:BRReactorPart:2, Reactor Control Rod
BigReactors:BRReactorPart:3, Reactor Power Tap
BigReactors:BRReactorPart:4, Reactor Access Port
BigReactors:BRReactorPart:5, Reactor Coolant Port
BigReactors:BRReactorPart:6, Reactor RedNet Port
BigReactors:BRReactorPart:7, Reactor Computer Port
BigReactors:BRMultiblockGlass:0, Reactor Glass
BigReactors:BRMultiblockGlass:1, Turbine Glass
BigReactors:BRReactorRedstonePort, Reactor Redstone Port
BigReactors:BRTurbinePart:0, Turbine Housing
BigReactors:BRTurbinePart:1, Turbine Controller
BigReactors:BRTurbinePart:2, Turbine Power Port
BigReactors:BRTurbinePart:3, Turbine Fluid Port
BigReactors:BRTurbinePart:4, Turbine Rotor Bearing
BigReactors:BRTurbinePart:5, Turbine Computer Port
BigReactors:BRTurbineRotorPart:0, Turbine Rotor Shaft
BigReactors:BRTurbineRotorPart:1, Turbine Rotor Blade
BigReactors:BRDevice:0, Cyanite Reprocesssor
BigReactors:tile.fluid.yellorium.still, Fluid Yellorium
BigReactors:tile.fluid.cyanite.still, Fluid Cyanite
BigReactors:BRMultiblockCreativePart:0, Reactor Creative Coolant Port
BigReactors:BRMultiblockCreativePart:1, Turbine Creative Steam Generator
AWWayofTime:Altar, Blood Altar
AWWayofTime:AlchemicalWizardrybloodRune:0, Blood Rune
AWWayofTime:AlchemicalWizardrybloodRune:1, Rune of Augmented Capacity
AWWayofTime:AlchemicalWizardrybloodRune:2, Rune of Dislocation
AWWayofTime:AlchemicalWizardrybloodRune:3, Rune of the Orb
AWWayofTime:AlchemicalWizardrybloodRune:4, Rune of Superior Capacity
AWWayofTime:AlchemicalWizardrybloodRune:5, Rune of Acceleration
AWWayofTime:lifeEssence, Life Essence
AWWayofTime:speedRune, Speed Rune
AWWayofTime:efficiencyRune, Efficiency Rune
AWWayofTime:runeOfSacrifice, Rune of Sacrifice
AWWayofTime:runeOfSelfSacrifice, Rune of Self-Sacrifice
AWWayofTime:ritualStone, Ritual Stone
AWWayofTime:masterStone, Master Ritual Stone
AWWayofTime:bloodSocket, Filled Socket
AWWayofTime:imperfectRitualStone, Imperfect Ritual Stone
AWWayofTime:armourForge, Soul Armour Forge
AWWayofTime:emptySocket, Empty Socket
AWWayofTime:bloodStoneBrick, Bloodstone Brick
AWWayofTime:largeBloodStoneBrick, Large Bloodstone Brick
AWWayofTime:blockWritingTable, Alchemic Chemistry Set
AWWayofTime:blockHomHeart, Spell Table
AWWayofTime:blockPedestal, Arcane Pedestal
AWWayofTime:blockPlinth, Arcane Plinth
AWWayofTime:blockTeleposer, Teleposer
AWWayofTime:spectralBlock, Spectral Block
AWWayofTime:bloodLight, Blood Light
AWWayofTime:blockConduit, Spell Conduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Particle Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Melee Aggregator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Tool Forger
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Unstable Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Standard Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Reinforced Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Imbued Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Demonic Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Unstable Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Standard Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Reinforced Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Imbued Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Demonic Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Unstable Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Standard Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Reinforced Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Imbued Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Demonic Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Default Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Offensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Defensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Environmental Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Crucible of Fire
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Ice Maker
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Wind Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Earth Former
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, Demon Portal
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Alchemy Relay
AWWayofTime:blockAlchemicCalcinator, Alchemic Calcinator
AWWayofTime:blockCrystalBelljar:0, Crystal Belljar
AWWayofTime:blockDemonChest, Demon's Chest
AWWayofTime:blockCrystal:0, Crystal Cluster
AWWayofTime:blockCrystal:1, Crystal Cluster Brick
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, Glyph of the Adept Enchanter
AWWayofTime:blockEnchantmentGlyph:1, Glyph of Arcane Potential
AWWayofTime:blockStabilityGlyph:0, Glyph of Rigid Stability
AWWayofTime:blockCrucible, Incense Crucible
Botania:flower:0, Mystical White Flower
Botania:flower:1, Mystical Orange Flower
Botania:flower:2, Mystical Magenta Flower
Botania:flower:3, Mystical Light Blue Flower
Botania:flower:4, Mystical Yellow Flower
Botania:flower:5, Mystical Lime Flower
Botania:flower:6, Mystical Pink Flower
Botania:flower:7, Mystical Gray Flower
Botania:flower:8, Mystical Light Gray Flower
Botania:flower:9, Mystical Cyan Flower
Botania:flower:10, Mystical Purple Flower
Botania:flower:11, Mystical Blue Flower
Botania:flower:12, Mystical Brown Flower
Botania:flower:13, Mystical Green Flower
Botania:flower:14, Mystical Red Flower
Botania:flower:15, Mystical Black Flower
Botania:altar:0, Petal Apothecary
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Livingrock
Botania:livingrock:1, Livingrock Brick
Botania:livingrock:2, Mossy Livingrock Brick
Botania:livingrock:3, Cracked Livingrock Brick
Botania:livingrock:4, Chiseled Livingrock Brick
Botania:livingwood:0, Livingwood
Botania:livingwood:1, Livingwood Planks
Botania:livingwood:2, Mossy Livingwood Planks
Botania:livingwood:3, Framed Livingwood
Botania:livingwood:4, Pattern Framed Livingwood
Botania:livingwood:5, Glimmering Livingwood
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, Mana Spreader
Botania:spreader:1, Pulse Mana Spreader
Botania:spreader:2, Elven Mana Spreader
Botania:spreader:3, Gaia Mana Spreader
Botania:pool:0, Mana Pool
Botania:pool:2, Diluted Mana Pool
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, The Everlasting Guilty Pool
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, White Unstable Cube
Botania:unstableBlock:1, Orange Unstable Cube
Botania:unstableBlock:2, Magenta Unstable Cube
Botania:unstableBlock:3, Light Blue Unstable Cube
Botania:unstableBlock:4, Yellow Unstable Cube
Botania:unstableBlock:5, Lime Unstable Cube
Botania:unstableBlock:6, Pink Unstable Cube
Botania:unstableBlock:7, Gray Unstable Cube
Botania:unstableBlock:8, Light Gray Unstable Cube
Botania:unstableBlock:9, Cyan Unstable Cube
Botania:unstableBlock:10, Purple Unstable Cube
Botania:unstableBlock:11, Blue Unstable Cube
Botania:unstableBlock:12, Brown Unstable Cube
Botania:unstableBlock:13, Green Unstable Cube
Botania:unstableBlock:14, Red Unstable Cube
Botania:unstableBlock:15, Black Unstable Cube
Botania:pylon:0, Mana Pylon
Botania:pylon:1, Natura Pylon
Botania:pylon:2, Gaia Pylon
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, Oxygen Bubble Distributor
Botania:manaBeacon:0, White Unstable Beacon
Botania:manaBeacon:1, Orange Unstable Beacon
Botania:manaBeacon:2, Magenta Unstable Beacon
Botania:manaBeacon:3, Light Blue Unstable Beacon
Botania:manaBeacon:4, Yellow Unstable Beacon
Botania:manaBeacon:5, Lime Unstable Beacon
Botania:manaBeacon:6, Pink Unstable Beacon
Botania:manaBeacon:7, Gray Unstable Beacon
Botania:manaBeacon:8, Light Gray Unstable Beacon
Botania:manaBeacon:9, Cyan Unstable Beacon
Botania:manaBeacon:10, Purple Unstable Beacon
Botania:manaBeacon:11, Blue Unstable Beacon
Botania:manaBeacon:12, Brown Unstable Beacon
Botania:manaBeacon:13, Green Unstable Beacon
Botania:manaBeacon:14, Red Unstable Beacon
Botania:manaBeacon:15, Black Unstable Beacon
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, Osmotic Enchanter
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, Open Crate
Botania:openCrate:1, Crafty Crate
Botania:forestEye, tile.forestEye.name
Botania:storage:0, Block of Manasteel
Botania:storage:1, Block of Terrasteel
Botania:storage:2, Block of Elementium
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Drum of the Wild
Botania:forestDrum:1, Drum of the Gathering
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Glimmering White Flower
Botania:shinyFlower:1, Glimmering Orange Flower
Botania:shinyFlower:2, Glimmering Magenta Flower
Botania:shinyFlower:3, Glimmering Light Blue Flower
Botania:shinyFlower:4, Glimmering Yellow Flower
Botania:shinyFlower:5, Glimmering Lime Flower
Botania:shinyFlower:6, Glimmering Pink Flower
Botania:shinyFlower:7, Glimmering Gray Flower
Botania:shinyFlower:8, Glimmering Light Gray Flower
Botania:shinyFlower:9, Glimmering Cyan Flower
Botania:shinyFlower:10, Glimmering Purple Flower
Botania:shinyFlower:11, Glimmering Blue Flower
Botania:shinyFlower:12, Glimmering Brown Flower
Botania:shinyFlower:13, Glimmering Green Flower
Botania:shinyFlower:14, Glimmering Red Flower
Botania:shinyFlower:15, Glimmering Black Flower
Botania:platform:0, Abstruse Platform
Botania:platform:1, Spectral Platform
Botania:platform:2, Infrangible Platform
Botania:alfheimPortal, tile.alfheimPortal.name
Botania:dreamwood:0, Dreamwood
Botania:dreamwood:1, Dreamwood Planks
Botania:dreamwood:2, Mossy Dreamwood Planks
Botania:dreamwood:3, Framed Dreamwood
Botania:dreamwood:4, Pattern Framed Dreamwood
Botania:dreamwood:5, Glimmering Dreamwood
Botania:conjurationCatalyst, tile.conjurationCatalyst.name
Botania:bifrost, tile.bifrost.name
Botania:solidVine, tile.solidVine.name
Botania:buriedPetals:0, Buried White Petal
Botania:buriedPetals:1, Buried Orange Petal
Botania:buriedPetals:2, Buried Magenta Petal
Botania:buriedPetals:3, Buried Light Blue Petal
Botania:buriedPetals:4, Buried Yellow Petal
